"",COMPANY / EST. NAME,ADDRESS,"POSTAL CODE",,,
"",SWEE HENG 1989 CLASSIC,,51 TAMPINES AVENUE 4,B1-40/41,OUR TAMPINES HUB,529684
"",SWEE HENG 1989 CLASSIC,310,ORCHARD ROAD,B1-02A,TANGS,238864
"",SWEE HENG 1989 CLASSIC,310,ORCHARD ROAD,B1-02A,TANGS,238864
"",SWEE HENG 1989 CLASSIC,11,COLLYER QUAY,01-11,"ARCADE, THE",0  4  9  317
"",SWEE HENG 1989 CLASSIC,11,RIVERVALE CRESCENT,01-25,RIVERVALE MALL,5  4  5  082
"",SWEE HENG BAKERY PTE LTD,762,JURONG WEST STREET 75,01-256,-,640762
"",SWEE HENG BAKERY PTE LTD,1,GEYLANG SERAI,01-197,-,402001
"",SWEE HENG BAKERY PTE LTD,678A,WOODLANDS AVENUE 6,01-12,MULTI STOREY CAR PARK,7  3  1  6 78
"",SWEE HENG BAKERY PTE LTD,888,WOODLANDS DRIVE 50,01-747,888 PLAZA,7  3  0 888
"",SWEE HENG BAKERY PTE LTD,118,RIVERVALE DRIVE,01-17,RIVERVALE PLAZA,5  4  0  118
"",SWEE HENG BAKERY PTE LTD,201E,TAMPINES STREET 23,01-88,-,527201
"",SWEE HENG BAKERY PTE LTD,253,CHOA CHU KANG AVENUE 1,B1-19,KEAT HONG SHOPPING CENTRE,6  8  0  2  53
"",SWEE HENG BAKERY PTE LTD,476,"UPPER SERANGOON VIEW,HOUGANG CAPEVIEW",02-16,MULTI STOREY CARPARK,530476
"",SWEE HENG BAKERY PTE LTD,308C,PUNGGOL WALK,01-306,WATERWAY TERRACES 1,823308
"",SWEE HENG BAKERY PTE LTD,511,CANBERRA ROAD,01-07,SEMBAWANG MART,7   5  0  5  11
"",SWEE HENG BAKERY PTE LTD,27,BENDEMEER ROAD,01-637,BENDEMEER SHOPPING MALL,3  3  0  0  27
"",SWEE HENG BAKERY PTE LTD,548,WOODLANDS DRIVE 44,01-19,VISTA POINT,7  3  0 548
"",SWEE HENG BAKERY PTE LTD,507,YISHUN AVENUE 4,01-03,-,760507
"",SWEE HENG BAKERY PTE LTD,5,LOWER KENT RIDGE ROAD,01-01,NUH MAIN BUILDING LOBBY LEVEL 1,1  1  9  074
"",SWEE HENG BAKERY PTE LTD,960,JURONG WEST STREET 92,01-186,-,640960
"",SWEE HENG BAKERY PTE LTD,252,JURONG EAST STREET 24,01-179,-,600252
"",SWEE HENG BAKERY PTE LTD,11,BEDOK NORTH STREET 1,01-21,HEARTBEAT @ BEDOK,469662
"",SWEE HENG BAKERY PTE LTD,445,FAJAR ROAD,01-522,-,670445
"",SWEE HENG BAKERY PTE LTD,306,UBI AVENUE 1,01-201,-,400306
"",SWEE HENG BAKERY PTE LTD,768,WOODLANDS AVENUE 6,01-28,WOODLANDS MART,7  3  0  7  68
"",SWEE HENG BAKERY PTE LTD,504,JURONG WEST STREET 51,01-243,-,640504
"",SWEE HENG BAKERY PTE LTD,495,JURONG WEST STREET 41,01-98,-,640495
"",SWEE HENG BAKERY PTE LTD,63,"JURONG WEST CENTRAL 3,JURONG POINT SHOPPING CTR",03-01,(STALL INSIDE FAIRPRICE XTRA),648331
"",SWEE HENG BAKERY PTE LTD,372,BUKIT BATOK STREET 31,01-372,-,650372
"",SWEE HENG BAKERY PTE LTD,221,BOON LAY PLACE,01-158,BOON LAY SHOPPING CENTRE,6  4  0  2  21
"",SWEE HENG BAKERY PTE LTD,37,TEBAN GARDENS ROAD,01-310,-,600037
"",SWEE HENG BAKERY PTE LTD,23,Serangoon Central,03-42,NEX FAIRPRICE XTRA,556083
"",SWEE HENG BAKERY PTE LTD,26A,CHAI CHEE ROAD,01-403,-,461026
"",SWEE HENG BAKERY PTE LTD,308,ANCHORVALE ROAD,01-06,MULTI STOREY CAR PARK,5  4  0  3 08
SWEE HENG BAKERY PTE LTD,308C,PUNGGOL WALK,01-306,WATERWAY TERRACES 1,823308
SWEE HENG BAKERY PTE LTD,1,GEYLANG SERAI,01-197,-,402001
SWEE HENG BAKERY PTE LTD,372,BUKIT BATOK STREET 31,01-372,-,650372
SWEE HENG BAKERY PTE LTD,27,BENDEMEER ROAD,01-637,BENDEMEER SHOPPING MALL,3  3  0  0  27
SWEE HENG BAKERY PTE LTD,330,ANCHORVALE STREET,01-03,-,540330
SWEE HENG BAKERY PTE LTD,501,PASIR RIS DRIVE 3,01-K6,-,519490
SWEE HENG BAKERY PTE LTD,306,UBI AVENUE 1,01-201,-,400306
SWEE HENG BAKERY PTE LTD,476,"UPPER SERANGOON VIEW,HOUGANG CAPEVIEW",02-16,MULTI STOREY CARPARK,530476
SWEE HENG BAKERY PTE LTD,445,FAJAR ROAD,01-522,-,670445
SWEE HENG BAKERY PTE LTD,253,CHOA CHU KANG AVENUE 1,B1-19,KEAT HONG SHOPPING CENTRE,6  8  0  2  53
SWEE HENG BAKERY PTE LTD,678A,WOODLANDS AVENUE 6,01-12,MULTI STOREY CAR PARK,7  3  1  6 78
SWEE HENG BAKERY PTE LTD,201E,TAMPINES STREET 23,01-88,-,527201
SWEE HENG BAKERY PTE LTD,215C,COMPASSVALE DRIVE,01-05,-,543215
SWEE HENG BAKERY PTE LTD,548,WOODLANDS DRIVE 44,01-19,VISTA POINT,7  3  0 548
SWEE HENG BAKERY PTE LTD,507,YISHUN AVENUE 4,01-03,-,760507
SWEE HENG BAKERY PTE LTD,68,GEYLANG BAHRU,01-3227,-,330068
SWEE HENG BAKERY PTE LTD,449,ANG MO KIO AVENUE 10,01-1727,-,560449
SWEE HENG BAKERY PTE LTD,118,RIVERVALE DRIVE,01-17,RIVERVALE PLAZA,5  4  0  118
SWEE HENG BAKERY PTE LTD,504,JURONG WEST STREET 51,01-243,-,640504
SWEE HENG BAKERY PTE LTD,511,CANBERRA ROAD,01-07,SEMBAWANG MART,7   5  0  5  11
"",SWEE HENG BAKERY PTE LTD,818,CHOA CHU KANG AVENUE 1,01-03,-,680818
"",SWEE HENG BAKERY PTE LTD,1,JELEBU ROAD,01-22B,BUKIT PANJANG PLAZA,6  7   7  743
"",SWEE HENG BAKERY PTE LTD,12,HAIG ROAD,01-333,-,430012
"",SWEE HENG BAKERY PTE LTD,888,WOODLANDS DRIVE 50,01-747,888 PLAZA,7  3  0 888
"",SWEE HENG BAKERY PTE LTD,762,JURONG WEST STREET 75,01-256,-,640762
"",SWEE HENG BAKERY PTE LTD,960,JURONG WEST STREET 92,01-186,-,640960
"",SWEE HENG BAKERY PTE LTD,252,JURONG EAST STREET 24,01-179,-,600252
"",SWEE HENG BAKERY PTE LTD,63,"JURONG WEST CENTRAL 3,JURONG POINT SHOPPING CTR",03-01,(STALL INSIDE FAIRPRICE XTRA),648331
"",SWEE HENG BAKERY PTE LTD,221,BOON LAY PLACE,01-158,BOON LAY SHOPPING CENTRE,6  4  0  2  21
"",SWEE HENG BAKERY PTE LTD,818,CHOA CHU KANG AVENUE 1,01-03,-,680818
"",SWEE HENG BAKERY PTE LTD,1,JELEBU ROAD,01-22B,BUKIT PANJANG PLAZA,6  7   7  743
"",SWEE HENG BAKERY PTE LTD,37,TEBAN GARDENS ROAD,01-310,-,600037
"",SWEE HENG BAKERY PTE LTD,53,ANG MO KIO AVENUE 3,B2-26,FAIRPRICE XTRA @ AMK HUB,5  6  9  9  3  3
"","SweeT Rex (S3) @ Mei Ling Market &Food Centre",159,MEI CHIN ROAD,02-47,Mei Ling Market & Food Centre,140159
"",Swensen's Restaurant,1,WOODLANDS SQUARE,02-02,CAUSEWAY POINT,7  3  8  0 99
"",Swensen's Restaurant,1,BUKIT BATOK CENTRAL LINK,02-05,WEST MALL,658713
"",Swensen's Restaurant,2,ORCHARD TURN,B1-31,ION ORCHARD,2  3  8  8 01
"",Swensen's Restaurant,60,AIRPORT BOULEVARD,01-01,CHANGI AIRPORT TERMINAL 2,8  1  9  643
"",Swensen's Restaurant,10,EUNOS ROAD,02-136/137,SINGPOST CENTRE,408600
"",Swensen's Restaurant,83,PUNGGOL CENTRAL,02-35,WATERWAY POINT (WEST WING),828761
"",Swensen's Restaurant,4,TAMPINES CENTRAL 5,03-30,TAMPINES MALL,5  2  9  510
"",Swensen's Restaurant,1,PASIR RIS CLOSE,02-121/122,E! HUB @ DOWNTOWN EAST,519599
"",Swensen's Restaurant,1,JELEBU ROAD,03-04,BUKIT PANJANG PLAZA,677743
"",Swensen's Restaurant,80,MARINE PARADE ROAD,B 1-33/34,PARKWAY PARADE,4  4  9  2  69
"",Swensen's Restaurant,68,ORCHARD ROAD,03-23,PLAZA SINGAPURA,2  3  8  8 39
"",Swensen's Restaurant,53,ANG MO KIO AVENUE 3,B1-25/26,ANG MO KIO HUB,569933
"",Swensen's Restaurant,930,YISHUN AVENUE 2,02-14,NORTHPOINT,7  6  9  0 98
"",Swensen's Restaurant,33,SENGKANG WEST AVENUE,02-11/12,THE SELETAR MALL,797653
"",Swensen's Restaurant,9,BISHAN PLACE,01-39,JUNCTION 8 SHOPPING CENTRE,5  7  9   8 37
"",Swensen's Restaurant,30,SEMBAWANG DRIVE,02-21/22,SUN PLAZA,757713
"",Swensen's Restaurant,301,UPPER THOMSON ROAD,03-23,THOMSON PLAZA,5  7  4  4 08
"",Swensen's Restaurant,311,NEW UPPER CHANGI ROAD,01-77,BEDOK MALL,467360
"",Swensen's Restaurant,2,JURONG EAST STREET 21,01-111,IMM BUILDING,609601
"",Swensen's Restaurant,63,JURONG WEST CENTRAL 3,B1-64,JURONG POINT SHOPPING CENTRE,648331
"",Swensen's Restaurant,200,VICTORIA STREET,01-68,PARCO BUGIS JUNCTION,188021
"",Swensen's Restaurant,1,SENGKANG SQUARE,B1-16,COMPASS ONE,545078
"",Swensen's Restaurant,23,SERANGOON CENTRAL,02-07/08,NEX MALL,556083
"",Swensen's Restaurant,3155,"COMMONWEALTH AVENUEWEST",05-31/32/33,THE CLEMENTI MALL,129588
"",TAKARA GRILLED SEAFOOD,500,CLEMENCEAU AVENUE NORTH,01-23,NEWTON FOOD CENTRE,229495
"",Takde Nama,1,GEYLANG SERAI,02-110,-,402001
"",TAKE A BAKE,304,Woodlands St 31,01-113,-,730304
"",Take Away,409,EUNOS ROAD 2,01-03A,-,409388
"",Tambuah Mas Indonesian Restaurant,290,ORCHARD ROAD,B1-44,"PARAGON, THE",2   3  8  859
"",Tambuah Mas Indonesian Restaurant,19,TANGLIN ROAD,04-10,TANGLIN SHOPPING CENTRE,2  4  7  9  09
"",Tang Tea House Hong Kong Cafe,357 / 359,BEDOK ROAD,01,-,469545
"",Tang Tea House Hong Kong Cafe,355,BEDOK ROAD,-,-,469545
"",Tang Tea House Hong Kong Cafe,242,JALAN KAYU,-,-,799466
"",Tang Tea House Hong Kong Cafe,57,LORONG BEKUKONG,-,-,499173
"","Tantalising Western Food (S2) @West Spring Sec Sch",61,SENJA ROAD,-,"WEST SPRING SECONDARYSCHOOL",677737
"",Taste Garden,81,LORONG CHENCHARU,02/03,-,769198
"","TASTE OF HOME (S5) @CANTONMENT PRI SCH",1,Cantonment Close,-,Cantonment Primary School,088256
"","TASTE OF INDIA RESTAURANTPTE. LTD.",77,RANGOON ROAD,01-01,-,218365
"","Tasty Wok (S2) @ Kopitiam ChangiGeneral Hospital",2,SIMEI STREET 3,01-20,CHANGI GENERAL HOSPITAL,5  2  9  8  89
"",T-CAFE,180,ANG MO KIO AVENUE 8,01,NANYANG POLYTECHNIC (BLK T),5  6  9  8  3  0
"","Telok Ayer Fishball Noodle (S4) @Eden Garden Cafe",121,TELOK AYER STREET,-,-,068590
"",Tenderbest,826,TAMPINES STREET 81,01-86,-,520826
"",Tenderbest,803,Keat Hong Close,01-01,-,680803
"",Tenderbest,2A,EUNOS CRESCENT,0 1-2431,-,401002
"",Tenderbest,959,JURONG WEST STREET 92,01-150,-,640959
"",Tenderbest,501,JURONG WEST STREET 51,01-251,-,640501
"",Tenderbest,11,TAMPINES STREET 32,01-01,-,529287
"",Tenderbest,150,PANDAN GARDENS,01-02,AYER RAJAH COMMUNITY CENTRE,6  0  9  3  3 5
"",Tenderbest,888,WOODLANDS DRIVE 50,01-733,888 PLAZA,7  3  0 888
"",Tenderbest,768,WOODLANDS AVENUE 6,01-30,WOODLANDS MART,7  3  0  7  68
"",Tenderbest,824,TAMPINES STREET 81,01-38,-,520824
"",Tenderbest,143,TECK WHYE LANE,01-245,-,680143
"",Tenderbest,608,ANG MO KIO AVENUE 5,01-2771,-,560608
"",Tenderbest,4A,LOYANG LANE,01-06,-,508923
"",Tenderbest,671,"EDGEFIELD PLAINS (HAPPYHAWKERS)",01-01,-,820671
"",Tenderbest,638A,JURONG WEST STREET 61,01-22,PIONEER MALL,6  4  1  638
"",Tenderfresh Classic,11,TANJONG KATONG ROAD,B1-K3,ONE KM,437157
"",Tenderfresh Classic,83,Punggol Central,B2-04,Waterway Point (West Wing),828761
"",Tenderfresh Classic,9,CHEONG CHIN NAM ROAD,-,-,599734
"",Tenderfresh Classic,930,YISHUN AVENUE 2,B1-53,NORTHPOINT,7  6  9  0 98
"",Tenderfresh Classic,51,Tampines Avenue 4,01-102,Tampines Hub,529684
"",Tenderfresh Xpress,21,CHOA CHU KANG NORTH 6,B1-37,YEWTEE POINT,6  8  9  578
"",Tenderfresh Xpress,118,RIVERVALE DRIVE,01-K18,RIVERVALE PLAZA,5  4  0  118
"",Tenderfresh Xpress,1,WOODLANDS SQUARE,B 1-K14,CAUSEWAY POINT,7  3  8  0 99
"",Tenderfresh Xpress,512,TAMPINES CENTRAL 1,01-01,TAMPINES BUS INTERCHANGE,520512
"",Teppan-Yaki,1,Northpoint Drive,B1-200,Northpoint City,768019
"","Teppanyaki (M2)@FoodjunctionJunction 8",9,BISHAN PLACE,04-01,JUNCTION 8 SHOPPING CENTRE,5  7  9   8 37
"","TEPPAN-YAKI (S23) @ AMK HUBNTUC FOOD FARE",53,ANG MO KIO AVENUE 3,03-02,AMK HUB,5  6  9  933
"",Texas Chicken,10,AIRPORT BOULEVARD,02-86,CHANGI AIRPORT T4,819662
"",Texas Chicken,18,Marina Gardens Drive,01-02,Gardens by the Bay,018953
"",Texas Chicken,1,WOODLANDS SQUARE,0  1-14/15,CAUSEWAY POINT,7  3  8  0 99
"",Texas Chicken,1,"VISTA EXCHANGE GREEN,",B1-13,STAR VISTA,138617
"",Texas Chicken,5,"CHANGI BUSINESS PARKCENTRAL 1,",B1-30,CHANGI CITY POINT,486038
"",Texas Chicken,23,SERANGOON CENTRAL,04-18/19/20,NEX Mall,556083
"",Texas Chicken,176,ORCHARD ROAD,B1-07,THE CENTREPOINT,2  3  8  8  4  3
"",Texas Chicken,33,SENGKANG WEST AVENUE,B1-06/07,THE SELETAR MALL,797653
"",Texas Chicken,476,Upper Serangoon View,02-17,Multi Storey Car Park,530476
"",Texas Chicken,1,HARBOURFRONT WALK,B2-24,VIVO CITY,0  9  8585
"",Texas Chicken,1,KIM SENG PROMENADE,01-21,GREAT WORLD CITY,237994
"",Texas Chicken,26,SENTOSA GATEWAY,B1-215,RESORTS WORLD SENTOSA,098138
"",Texas Chicken,445,BEDOK NORTH STREET 1,0 1-01-02,DJITSUN MALL BEDOK,469661
"",Texas Chicken,2,TAMPINES CENTRAL 5,05-03,CENTURY SQUARE,5  2  9  5  09
"",Texas Chicken,1,EXPO DRIVE,01-42,SINGAPORE EXPO,4  8  6  1 50
"","TF TENDERFRESH PASTA ANDBROILER",476D,Upper Serangoon View,02-05,NTUC FOODFARE,537476
"","TF TENDERFRESH PASTA ANDBROILER",258,PASIR RIS STREET 21,01-21,LOYANG POINT,5  1  0  258
"",TFF BONELESS CHICKEN RICE,1,BEDOK ROAD,01-22,-,469572
"","Thai Dynasty Makan (S10) @ CantineJurong Point",1,"JURONG WEST CENTRAL 2    B142/43/44",-,JURONG POINT,6   4  8  886
"",Thaksin Beef Noodle,449,CLEMENTI AVENUE 3,01-211,-,120449
"",Thaksin Beef Noodle,2,SEAH IM ROAD,01-44,-,099114
"","The Arena @ Singapore SportsSchool (Mngd by Sodexo)",1,CHAMPIONS WAY,02-50,-,737913
"",THE COFFEE BEAN & TEA LEAF,1,Northpoint Drive,01-110,Northpoint City Shopping Centre,768019
"",THE COFFEE BEAN & TEA LEAF,10,Airport Boulevard,02-36,Terminal 4,819665
"",THE COFFEE BEAN & TEA LEAF,10,EUNOS ROAD 8,0  1-144/145,SINGAPORE POST CENTRE,4  0  8  6  00
"",THE COFFEE BEAN & TEA LEAF,68,ORCHARD ROAD,05-20,PLAZA SINGAPURA,2  3  8  8 39
"",THE COFFEE BEAN & TEA LEAF,1,EXPO DRIVE,02-02,SINGAPORE EXPO,4  8  6  1 50
"",THE COFFEE BEAN & TEA LEAF,80,AIRPORT BOULEVARD,02-04,CHANGI AIRPORT TERMINAL 1,8  1  9  642
"",THE COFFEE BEAN & TEA LEAF,1,HarbourFront Walk,02-03/04,VivoCity,098585
"",THE COFFEE BEAN & TEA LEAF,2,JURONG EAST STREET 21,01-126,IMM BUILDING,6  0  9 601
"",THE COFFEE BEAN & TEA LEAF,133,New Bridge Road,02-55,"Chinatown Point,",059413
"",THE COFFEE BEAN & TEA LEAF,33,Sengkang West Avenue,01-34/35/36,The Seletar Mall,797653
"",THE COFFEE BEAN & TEA LEAF,60,"Airport Boulevard, Changi AirportTerminal 2",26-084-07,"Departure / Transit Lounge South,Transfer F",819643
"",THE COFFEE BEAN & TEA LEAF,65,"Airport Boulevard, Changi AirportTerminal 3",02-K4,Departure/Transit Lounge South,819642
"",THE COFFEE BEAN & TEA LEAF,8A,Marina Boulevard,B2-10,Marina Bay Link,018984
"",THE COFFEE BEAN & TEA LEAF,583,Orchard Road,01-45/46,"Forum Galleria,",238884
"",THE COFFEE BEAN & TEA LEAF,80,AIRPORT BOULEVARD,02-44,CHANGI AIRPORT TERMINAL 1,8  1  9  642
"",THE COFFEE BEAN & TEA LEAF,9,Raffles Boulevard,01-106,Millenia Walk,039596
"",THE COFFEE BEAN & TEA LEAF,50,NANYANG AVENUE,"SS1-01-05/05A","(OPPOSITE NANYANG AUDITORIUM)NTU",639798
"",THE COFFEE BEAN & TEA LEAF,1,Kim Seng Promenade,01-18/19,Great World City,237994
"",THE COFFEE BEAN & TEA LEAF,181,ORCHARD ROAD,01-26,ORCHARD CENTRAL,2  3  8  8  96
"",THE COFFEE BEAN & TEA LEAF,9,BISHAN PLACE,01-34,JUNCTION 8 SHOPPING CENTRE,5  7  9   8 37
"",THE COFFEE BEAN & TEA LEAF,151,LORONG CHUAN,01-K1,NEW TECH PARK,5  5  6  7 41
"",THE COFFEE BEAN & TEA LEAF,8,Raffles Avenue,01-02/04,Esplanade Mall,039802
"",THE COFFEE BEAN & TEA LEAF,30,RAFFLES PLACE,01-37,CHEVRON HOUSE,0  4  8  6  22
"",THE COFFEE BEAN & TEA LEAF,2,JURONG EAST CENTRAL 1,0 1-22/23,JURONG ENTERTAINMENT CENTRE,6  0  9  7  3 1
"",THE COFFEE BEAN & TEA LEAF,10 & 12,Lorong Mambong,-,Holland Village,277675
"",THE COFFEE BEAN & TEA LEAF,10,BEACH VIEW,01-03,-,098588
"",THE COFFEE BEAN & TEA LEAF,50,Beach View,01-02,Palawan Beach,098604
"",THE COFFEE BEAN & TEA LEAF,1,Jurong West Central,01-16E,Jurong Point,648886
"",THE COFFEE BEAN & TEA LEAF,11,Jalan Tan Tock Seng,01-16/17,Tan Tock Seng Hospital,3  08433
"",THE COFFEE BEAN & TEA LEAF,1,PASIR RIS CLOSE,02-106,PASIR RIS NTUC RESORT,5  1  9  599
"",THE COFFEE BEAN & TEA LEAF,23,Serangoon Central,02-K10,NEX,556083
"",THE COFFEE BEAN & TEA LEAF,5,"CHANGI BUSINESS PARKCENTRAL 1",01-41,CHANGI CITY POINT,486038
"",THE COFFEE BEAN & TEA LEAF,1,Stadium Place,01-44/45,Kallang Wave Mall,397628
"",THE COFFEE BEAN & TEA LEAF,201,Victoria Street,01-06,Bugis+ (Formerly Iluma),188067
"",THE COFFEE BEAN & TEA LEAF,2,Orchard Turn,B1-12,ION Orchard,238801
"",THE COFFEE BEAN & TEA LEAF,1,Maju Avenue,B1-01/02/26,"MyVillage @ Serangoon Garden,",556679
"",THE COFFEE BEAN & TEA LEAF,302,TIONG BAHRU ROAD,01-112,TIONG BAHRU PLAZA,1  6  8  7 32
"",THE COFFEE BEAN & TEA LEAF,83,Punggol Central,01-27,Waterway Point,828761
"",THE COFFEE BEAN & TEA LEAF,3,TEMASEK BOULEVARD,0  2  -603/604,SUNTEC CITY MALL,0  3  8  983
"",THE COFFEE BEAN & TEA LEAF,1,EXPO DRIVE,01-65,"FOYER 1, SINGAPORE EXPO",4  8  6  1  5  0
"",THE COFFEE BEAN & TEA LEAF,10,ANSON ROAD,01-32,INTERNATIONAL PLAZA,0  7  9   903
"",THE COFFEE BEAN & TEA LEAF,2,TAMPINES CENTRAL 5,01-19,CENTURY SQUARE,5  2  9  5  09
"",THE COFFEE BEAN & TEA LEAF,80,MARINE PARADE ROAD,B1-83H,PARKWAY PARADE,4  4  9  2  69
"",THE COFFEE BEAN & TEA LEAF,422,Upper Bukit Timah Road,-,The Rail Mall,678051
"",THE COFFEE BEAN & TEA LEAF,1,Fifth Avenue,01-04,Guthrie House,268802
"",THE COFFEE BEAN & TEA LEAF,10,TAMPINES CENTRAL 1,0 3-K3/4/5,TAMPINES ONE,5  2  9  536
"",THE COFFEE BEAN & TEA LEAF,1,Woodlands Square,02-33/K02,"Causeway Point,",738099
"",THE COFFEE BEAN & TEA LEAF,238,Thomson Road,02-04/K1,"Novena Square,",307683
"",THE COFFEE BEAN & TEA LEAF,1,Seletar Road,02-01,"Greenwich Village,",807011
"",THE COFFEE BEAN & TEA LEAF,176,ORCHARD ROAD,-,CENTREPOINT,2  3  8  8 43
"",THE COFFEE BEAN & TEA LEAF,1,MARITIME SQUARE,0  2-124-126,HARBOURFRONT CENTRE,0  9  9  2  5 3
"",THE COFFEE BEAN & TEA LEAF,5,Stadium Walk,01-10,Leisure Park Kallang,3   9 7693
"",THE COFFEE BEAN & TEA LEAF,535,Clementi Road,01-09,Block 58 Ngee Ann Polytechnic,5  9  9  489
"",THE COFFEE BEAN & TEA LEAF,1,Bukit Batok Central Link,01-09,West Mall,658713
"",THE COFFEE BEAN & TEA LEAF,1000,EAST COAST PARKWAY,01-01,MARINE COVE,4  4  9  876
"",THE COFFEE BEAN & TEA LEAF,1,SENGKANG SQUARE,02-11,COMPASS POINT,5  4  5  0 78
"",THE COFFEE BEAN & TEA LEAF,5,LOWER KENT RIDGE ROAD,01-10,NATIONAL UNIVERSITY HOSPITAL,1  1  9  0 74
"",THE COFFEE BEAN & TEA LEAF,480,LORONG 6 TOA PAYOH,01-12,HDB HUB,3  1  0  480
"","THE COFFEE BEAN & TEA LEAFBEANSTRO",2,BAYFRONT AVENUE,B  2-20/20A,The Shoppes at Marina Bay Sands,018972
"",THE DIM  SUM PLACE,791,NORTH BRIDGE ROAD,-,-,198759
"",The Flame Cafe N Spark Restaurant,73,UPPER PAYA LEBAR ROAD,01-01,CENTRO BIANCO,5  3  4  8 18
"",The Food Platelets,11,OUTRAM ROAD,-,-,169078
"","The H Kitchen @ Senior Canteen(Mngd by Sodexo)",95,Portsdown Road,02-00,Tanglin Trust School (NIXON Building),139299
"",The JellyHearts,2,TAMPINES CENTRAL 5,B1-34,CENTURY SQUARE,5  2  9  5  09
"",The JellyHearts,1,PASIR RIS CLOSE,02-111,PASIR RIS NTUC RESORT,5  1  9  599
"",The JellyHearts,101,THOMSON ROAD,B1-60A,UNITED SQUARE,3  0  7  5 91
"",The JellyHearts,3155,"COMMONWEALTH AVENUEWEST",04-K7,CLEMENTI MALL,129588
"",The JellyHearts,1,RAFFLES PLACE,B1-08,OUB CENTRE,0  4  8   616
"",The Landmark - International Cuisine,390,VICTORIA STREET,05,VILLAGE HOTEL BUGIS,1  8  8061
"",The Lazy Garden,180,KITCHENER ROAD,02-37/38,-,208539
"",THE MEATHOUSE,2,TAMPINES CENTRAL 5,05-04,CENTURY SQUARE,5  2  9  5  09
"","The Orange Lantern VietnameseRestaurant Pte Ltd",1,MARITIME SQUARE,01-98,HARBOURFRONT CENTRE,0  9  9  2  5 3
"","The Orange Lantern VietnameseRestaurant Pte Ltd",73,KILLINEY ROAD,-,-,239528
"","The Orange Lantern VietnameseRestaurant Pte Ltd",2,JURONG EAST STREET 21,02-52,IMM BUILDING,6  0  9 601
"",The Original Boat Noodle,5,Changi Business Park Central 1,B1-34A,Changi City Point,486038
"",The Padi,21,CHOA CHU KANG NORTH 6,01-07,YEWTEE POINT,6  8  9  578
"",THE RAMEN STALL,787,NORTH BRIDGE ROAD,01,-,198755
"",The Red Beret Cafe,,33 Hendon Road,-,-,509673
"",THE ROYALS BISTRO,1,Create Way,01-03,CREATE TOWER,138602
"",The Royals Cafe,19,UPPER EAST COAST ROAD,-,-,455209
"",The Royals Steakhouse,10,JALAN PISANG,-,-,199077
"",The Singapore Curry Pte Ltd,180,BEDOK RESERVOIR ROAD,-,EUNOS COMMUNITY CLUB,4  7  9  2  20
"",The Tree Cafe & Catering,12,ANG MO KIO STREET 64,03A-01,UE Biz Hub Central,569088
"",The Tree Cafe & Restaurant,1,PASIR RIS CLOSE,03-109,PASIR RIS EHUB,519599
"","Tim Sum (S4) @ 89.7 Supper Club(Geylang East)",1016,GEYLANG EAST AVENUE 3,01-165,-,389731
"",Tip Top,252,NORTH BRIDGE ROAD,B1-55,RAFFLES CITY SHOPPING CENTRE,179103
"",Tip Top,10,PASIR RIS CENTRAL,01-17,PASIR RIS MRT STATION,519634
"",Tip Top,1,RAFFLES PLACE,B1-26,ONE RAFFLES PLACE,048616
"",Tip Top,200,VICTORIA STREET,01-68,PARCO BUGIS JUNCTION,188021
"",Tip Top,1,SENGKANG SQUARE,B1-45,COMPASS ONE,545078
"",Tip Top,722,ANG MO KIO AVENUE 8,01-2843,-,560722
"",Tip Top,17,PETIR ROAD,B2-35,HILLION MALL,678278
"",Tip Top,3,GATEWAY DRIVE,02-05,WESTGATE MALL,608532
"",Tip Top,65,AIRPORT BOULEVARD,02-K2,"CHANGI AIRPORT T3DEPARTURE/TRANSIT LOUNGESOUTH",819663
"",Tip Top,80,AIRPORT BOULEVARD,02-K09,"CHANGI AIRPORT T1 DEPARTURETRANSIT LOUNGE WEST",819642
"",Tip Top,2,TAMPINES CENTRAL 5,01-38,CENTURY SQUARE,529509
"","TOK TOK INDONESIAN SOUPHOUSE",313,ORCHARD ROAD,B3-10,-,238895
"","TOK TOK INDONESIAN SOUPHOUSE",18,ANN SIANG ROAD,01-01,-,069698
"",TOP 73+1 FISHBALL LEGACY,914,UPPER THOMSON ROAD,-,-,787114
"",TORIGO PTE LTD,17,Petir Road,B1-37-40,Hillion Mall,678278
"",TORIGO PTE LTD,23,Serangoon Central,B2-60/61,NEX,556083
"",TP TEA,60,AIRPORT BOULEVARD,0  2 6-015-1A,CHANGI AIRPORT TERMINAL 2,8  1  9  643
"","TQ Cafe @ Kim Chuan Depot (Mngdby TQ F&B Pte Ltd)",11,KIM CHUAN ROAD,02,-,537065
"",Tres Amigos,3,HAJI LANE,-,-,189196
"",Twelve Cupcakes Pte Ltd,23,Serangoon Central,B2-47,NEX,556083
"",Twelve Cupcakes Pte Ltd,2,JURONG EAST STREET 21,01-K11,IMM BUILDING,6  0  9 601
"",Twelve Cupcakes Pte Ltd,3155,Commonwealth Avenue West,B1-K21,The Clementi Mall,129588
"",Twelve Cupcakes Pte Ltd,1,WOODLANDS SQUARE,B 1-K11,CAUSEWAY POINT,7  3  8  0 99
"",Twelve Cupcakes Pte Ltd,1,HARBOURFRONT WALK,B 2-K14,VIVO CITY,0  9  8585
