,Name,Address1,Address2,Address3,Address4,Postal,lng,lat,full_address
149,BOLEH! BOLEH!,451,JURONG WEST STREET 42,01-174,,640451,103.718502,1.351881,451 JURONG WEST STREET 42 01-174 
150,BOON LAY CAFE,301,BOON LAY WAY,01-12/13,BOON LAY MRT STATION,649846,103.7060865,1.338606,301 BOON LAY WAY 01-12/13 BOON LAY MRT STATION
151,B'Pastriez,9,TELOK BLANGAH CRESCENT,01-119,,090009,103.81941,1.277406,9 TELOK BLANGAH CRESCENT 01-119 
152,Brastagi Nasi Padang & Café,20,HAVELOCK ROAD,01-07,CENTRAL SQUARE,059765,103.843035,1.288062,20 HAVELOCK ROAD 01-07 CENTRAL SQUARE
153,BREAD FRESH,257,BANGKIT ROAD,01-57,BUKIT PANJANG NEW TOWN,670257,103.773213,1.378512,257 BANGKIT ROAD 01-57 BUKIT PANJANG NEW TOWN
154,BREAD FRESH,103,YISHUN RING ROAD,01-65,,760103,103.8288915,1.4313690000000001,103 YISHUN RING ROAD 01-65 
155,BREAD FRESH,445,FAJAR ROAD,01-524,,670445,103.7705985,1.383741,445 FAJAR ROAD 01-524 
156,BREAD FRESH,598,Yishun Ring Road,01-61,Wisteria Mall,768698,103.8411300766,1.4177100111,598 Yishun Ring Road 01-61 Wisteria Mall
157,BREAD JUNCTION,639,PUNGGOL DRIVE,01-03,,820639,103.9159665,1.399599,639 PUNGGOL DRIVE 01-03 
158,BREAD JUNCTION,547,Segar Road,01-02,,670547,103.769577,1.388241,547 Segar Road 01-02 
159,Bread-Garden,417,YISHUN AVENUE 11,01-343,,760417,103.846329,1.424385,417 YISHUN AVENUE 11 01-343 
160,Bread-Garden,283,BUKIT BATOK EAST AVENUE 3,01-257,,650283,103.7575395,1.34694,283 BUKIT BATOK EAST AVENUE 3 01-257 
161,Bread-Garden,485,Segar Road,01-510,,670485,103.771314,1.388682,485 Segar Road 01-510 
162,Bread-Garden,768,WOODLANDS AVENUE 6,01-23,WOODLANDS MART,730768,103.7981295,1.4456609999999999,768 WOODLANDS AVENUE 6 01-23 WOODLANDS MART
163,Breadwerks,1,TAMPINES WALK,B1-K30,OUR TAMPINES HUB,528523,103.94013,1.3540100000000002,1 TAMPINES WALK B1-K30 OUR TAMPINES HUB
164,Breadwerks,348,BEDOK ROAD,01-03,BEDOK MARKET PLACE,469560,103.9482585,1.331433,348 BEDOK ROAD 01-03 BEDOK MARKET PLACE
165,Breadwerks,81,JOO CHIAT ROAD,01-02/03,,427725,103.8990375,1.314378,81 JOO CHIAT ROAD 01-02/03 
166,Breeze Cafe & Ice Cream Stop,1,PASIR RIS CLOSE,01-344,E!Hub @Downtown East,519599,103.9555299339,1.3771599484000001,1 PASIR RIS CLOSE 01-344 E!Hub @Downtown East
167,Brew and Bites,501,STIRLING ROAD,,MDIS Campus,148951,103.8015,1.2971249999999999,501 STIRLING ROAD  MDIS Campus
168,Brinda's,162,BUKIT MERAH CENTRAL,01-3533,,150162,103.817466,1.283841,162 BUKIT MERAH CENTRAL 01-3533 
169,BRIO,1,JURONG WEST CENTRAL 2,02-24,JURONG POINT,648886,103.7067075,1.339632,1 JURONG WEST CENTRAL 2 02-24 JURONG POINT
170,Buffet City International Buffet Restaurant,101,CANTONMENT ROAD,01-04,TANJONG PAGAR COMMUNITY CLUB,089774,103.841613,1.2762,101 CANTONMENT ROAD 01-04 TANJONG PAGAR COMMUNITY CLUB
171,BUKIT PANJANG CHICKEN RICE (S2) @ BT PANJANG HAWKER CENTRE & MARKET,2,Bukit Panjang Ring Road,01-02,,679947,103.7724885,1.377603,2 Bukit Panjang Ring Road 01-02 
172,Bumbu Restaurant,4,QUEEN'S ROAD,02-101,,260004,103.808061,1.318833,4 QUEEN'S ROAD 02-101 
173,Bumbu Restaurant,44,KANDAHAR STREET,,,198897,103.8598965,1.301832,44 KANDAHAR STREET  
174,Bumbu Restaurant,125,TELOK AYER STREET,,,068594,103.848039,1.281105,125 TELOK AYER STREET  
175,Bun Times,1,Joo Koon Circle,01-36,Fairprice Hub,629117,103.67899,1.32702,1 Joo Koon Circle 01-36 Fairprice Hub
176,Bun Times,302,TIONG BAHRU ROAD,B1-123,TIONG BAHRU PLAZA,168732,103.827809925,1.2865800255,302 TIONG BAHRU ROAD B1-123 TIONG BAHRU PLAZA
177,Buntong Chicken Rice (S10)@The Food Market Century Square,2,TAMPINES CENTRAL 5,03-19,CENTURY SQUARE,529509,103.9437855,1.352358,2 TAMPINES CENTRAL 5 03-19 CENTURY SQUARE
178,Burger & Satay (S3) @ Foodfare E Avenue,1,PASIR RIS CLOSE,01-339,PASIR RIS NTUC RESORT,519599,103.9548285,1.377495,1 PASIR RIS CLOSE 01-339 PASIR RIS NTUC RESORT
179,Burger King,8A,Marina Boulevard,B2-03,Marina Bay Link Mall,018984,103.854042,1.280133,8A Marina Boulevard B2-03 Marina Bay Link Mall
180,Burger King,60,Paya Lebar Road,01-37-43,Paya Lebar Square,409051,103.89258,1.3188149999999998,60 Paya Lebar Road 01-37-43 Paya Lebar Square
181,Burger King,3,TEMASEK BOULEVARD,03-371,SUNTEC CITY MALL,038983,103.859307,1.295001,3 TEMASEK BOULEVARD 03-371 SUNTEC CITY MALL
182,Burger King,2,CLEMENTI WEST STREET 2,01-01,WEST COAST COMMUNITY CENTRE,129605,103.7648475,1.3027229999999999,2 CLEMENTI WEST STREET 2 01-01 WEST COAST COMMUNITY CENTRE
183,Burger King,1,WOODLANDS STREET 31,01-01,FUCHUN COMMUNITY CLUB,738581,103.774995,1.429416,1 WOODLANDS STREET 31 01-01 FUCHUN COMMUNITY CLUB
184,Burger King,530,LORONG 6 TOA PAYOH,01-05,HDB HUB,310530,103.8474045,1.332135,530 LORONG 6 TOA PAYOH 01-05 HDB HUB
185,Burger King,8,GRANGE ROAD,01-07,CATHAY CINELEISURE  ORCHARD,239695,103.8364425,1.301499,8 GRANGE ROAD 01-07 CATHAY CINELEISURE  ORCHARD
186,Burger King,10,"Airport Boulevard, Changi Airport Terminal 4",02-228,LOUNGE MEZZANINE(#02-K36),819665,103.982724,1.339038,"10 Airport Boulevard, Changi Airport Terminal 4 02-228 LOUNGE MEZZANINE(#02-K36)"
187,Burger King,604,SEMBAWANG ROAD,01-01,SEMBAWANG SHOPPING CENTRE,758459,103.824837,1.441683,604 SEMBAWANG ROAD 01-01 SEMBAWANG SHOPPING CENTRE
188,Burger King,65,AIRPORT BOULEVARD,03-13,CHANGI AIRPORT TERMINAL 3,819663,103.9851675,1.354374,65 AIRPORT BOULEVARD 03-13 CHANGI AIRPORT TERMINAL 3
189,Burger King,6,EU TONG SEN STREET,01-23/26,The Central,059817,103.8470175,1.289169,6 EU TONG SEN STREET 01-23/26 The Central
190,Burger King,23,BUKIT BATOK EAST AVENUE 4,01-01,BUKIT BATOK EAST COMMUNITY CLUB,659841,103.758264,1.348992,23 BUKIT BATOK EAST AVENUE 4 01-01 BUKIT BATOK EAST COMMUNITY CLUB
191,Burger King,68,ORCHARD ROAD,B1-11,PLAZA SINGAPURA,238839,103.8449835,1.3000319999999999,68 ORCHARD ROAD B1-11 PLAZA SINGAPURA
192,Burger King,4,TAMPINES CENTRAL 5,01-47,TAMPINES MALL,529510,103.944663,1.352592,4 TAMPINES CENTRAL 5 01-47 TAMPINES MALL
193,Burger King,175,BENCOOLEN STREET,01-01,BURLINGTON SQUARE,189649,103.8524985,1.30221,175 BENCOOLEN STREET 01-01 BURLINGTON SQUARE
194,Burger King,50,Jurong Gateway Road,B1-02,Jurong East Mall (JEM),608549,103.743261,1.332549,50 Jurong Gateway Road B1-02 Jurong East Mall (JEM)
195,Burger King,460,ALEXANDRA ROAD,0 1-17-20,PSA BUILDING,119963,103.8012255,1.273563,460 ALEXANDRA ROAD 0 1-17-20 PSA BUILDING
196,Burger King,2,TAMPINES STREET 41,01-02,TAMPINES NORTH COMMUNITY CLUB,529204,103.9466205,1.357281,2 TAMPINES STREET 41 01-02 TAMPINES NORTH COMMUNITY CLUB
197,Burger King,750,CHAI CHEE ROAD,01-02,VIVA BUSINESS PARK,469000,103.922109,1.323666,750 CHAI CHEE ROAD 01-02 VIVA BUSINESS PARK
198,Burger King,63,JURONG WEST CENTRAL 3,B 1-54/55,Jurong point shopping Centre,648331,103.70706,1.34008,63 JURONG WEST CENTRAL 3 B 1-54/55 Jurong point shopping Centre
199,Burger King,80,AIRPORT BOULEVARD,03-02,"CHANGI AIRPORT TERMINAL 1,Departure/Transit Lounge West Mezzanine",819642,103.990842,1.362537,"80 AIRPORT BOULEVARD 03-02 CHANGI AIRPORT TERMINAL 1,Departure/Transit Lounge West Mezzanine"
200,Burger King,1,HARBOURFRONT WALK,0  2-80/81,VIVO CITY,098585,103.822398,1.264383,1 HARBOURFRONT WALK 0  2-80/81 VIVO CITY
201,Burger King,1,JELEBU ROAD,01-28,BUKIT PANJANG PLAZA,677743,103.7641455,1.380321,1 JELEBU ROAD 01-28 BUKIT PANJANG PLAZA
202,Burger King,30,WOODLANDS AVENUE 2,0  1-19-25,WOODLANDS MRT STATION,738343,103.7873,1.43717,30 WOODLANDS AVENUE 2 0  1-19-25 WOODLANDS MRT STATION
203,Burger King,1,SENGKANG SQUARE,B  1 -14/14A,COMPASS ONE,545078,103.8946200667,1.391930055,1 SENGKANG SQUARE B  1 -14/14A COMPASS ONE
204,Burger King,1,EXPO DRIVE,01-13,SINGAPORE EXPO,486150,103.96126,1.33586,1 EXPO DRIVE 01-13 SINGAPORE EXPO
205,Burger King,2,Changi Business Park Avenue 1,01-05,UE Bizhub East,486015,103.963176,1.335402,2 Changi Business Park Avenue 1 01-05 UE Bizhub East
206,Burger King,5,STADIUM WALK,01-57/58,LEISURE PARK,397693,103.8764745,1.3023,5 STADIUM WALK 01-57/58 LEISURE PARK
207,Burger King,2,JURONG EAST STREET 21,01-51,IMM BUILDING,609601,103.7464605,1.334988,2 JURONG EAST STREET 21 01-51 IMM BUILDING
208,Burger King,238,THOMSON ROAD,0 1-09/10,NOVENA SQUARE,307683,103.8434,1.31968,238 THOMSON ROAD 0 1-09/10 NOVENA SQUARE
209,Burger King,11,Bedok North Street 1,01-33,,469662,103.93165,1.33278,11 Bedok North Street 1 01-33 
212,Burger King,23,Serangoon Central,B1-30/31,NEX,556083,103.872294,1.350765,23 Serangoon Central B1-30/31 NEX
213,Burger King,120,PASIR RIS CENTRAL,01-11,PASIR RIS SPORTS & RECREATION CENTRE,519640,103.952304,1.3741919999999999,120 PASIR RIS CENTRAL 01-11 PASIR RIS SPORTS & RECREATION CENTRE
214,Burger King,1,Joo Koon Circle,01-51,Fairprice Hub,629117,103.67899,1.32702,1 Joo Koon Circle 01-51 Fairprice Hub
215,Burger King,1,Lower Kent Ridge Road,01-11,One @ Kentridge,119082,103.78396,1.29355,1 Lower Kent Ridge Road 01-11 One @ Kentridge
216,Burger King,53,ANG MO KIO AVENUE 3,01-40,AMK HUB,569933,103.8484125,1.3691879999999998,53 ANG MO KIO AVENUE 3 01-40 AMK HUB
217,Burger King,16,COLLYER QUAY,01-01/02,HITACHI TOWER,049318,103.852548,1.284192,16 COLLYER QUAY 01-01/02 HITACHI TOWER
218,Burger King,258,PASIR RIS STREET 21,01-23,LOYANG POINT,510258,103.964634,1.367064,258 PASIR RIS STREET 21 01-23 LOYANG POINT
219,Burger King,241,VICTORIA STREET,0 1-241/243,Bugis Village,188030,103.855284,1.300437,241 VICTORIA STREET 0 1-241/243 Bugis Village
220,Burger King,809,French Road,01-31,Kitchener Complex,200809,103.8621555,1.308375,809 French Road 01-31 Kitchener Complex
221,BURGERUP,83,Punggol Central,B2-06,Waterway Point (West Wing),828761,103.9018000589,1.4057800345,83 Punggol Central B2-06 Waterway Point (West Wing)
222,BURGERUP EXPRESS,1,NORTHPOINT DRIVE,B2-113,NORTHPOINT CITY,768019,103.8361725,1.427868,1 NORTHPOINT DRIVE B2-113 NORTHPOINT CITY
223,Butter Studio,4,TAMPINES CENTRAL 5,B1-K8,TAMPINES MALL,529510,103.944663,1.352592,4 TAMPINES CENTRAL 5 B1-K8 TAMPINES MALL
224,Butter Studio,147,JALAN BESAR,,,208865,103.8562425,1.307178,147 JALAN BESAR  
225,Butter Studio,391A,ORCHARD ROAD,,NGEE ANN CITY TOWER A,238873,103.83425,1.30245,391A ORCHARD ROAD  NGEE ANN CITY TOWER A
226,BUTTERNUT,3,Yung Sheng Road,02-108,Taman Jurong Market and Food Centre,618499,103.7213200766,1.3347299561,3 Yung Sheng Road 02-108 Taman Jurong Market and Food Centre
227,C.M.K. 2001 Restaurant,92,SYED ALWI ROAD,,,207668,103.855545,1.30941,92 SYED ALWI ROAD  
228,Cafe @ CWSS,698,WEST COAST ROAD,,COMMONWEALTH SECONDARY SCHOOL,608784,103.745421,1.319103,698 WEST COAST ROAD  COMMONWEALTH SECONDARY SCHOOL
229,CAFE @ MI,60,BUKIT BATOK WEST AVENUE 8,,MILLENNIA INSTITUTE,658965,103.74079,1.3510900000000001,60 BUKIT BATOK WEST AVENUE 8  MILLENNIA INSTITUTE
231,CAFÈ @ PSS,51,Edgefield Plains,01-01,Punggol Secondary School,828870,103.9090815,1.401723,51 Edgefield Plains 01-01 Punggol Secondary School
232,CAFÈ @ PSS,51,Edgefield Plains,01-01,Punggol Secondary School,828870,103.9090815,1.401723,51 Edgefield Plains 01-01 Punggol Secondary School
233,Cafe @ St Andrew's House,15,FRANCIS THOMAS DRIVE,,ST. ANDREW'S SECONDARY SCHOOL,359342,103.8658600439,1.3316400694000001,15 FRANCIS THOMAS DRIVE  ST. ANDREW'S SECONDARY SCHOOL
234,CAFE @ TJC,22,BEDOK SOUTH ROAD,,TEMASEK JUNIOR COLLEGE,469278,103.93514,1.31845,22 BEDOK SOUTH ROAD  TEMASEK JUNIOR COLLEGE
235,CAFE @ TMUC (Mngd By Thomson Catering),20,TEMBUSU CRESCENT,,,627610,103.6674495,1.276452,20 TEMBUSU CRESCENT  
236,CAFE @ YCH,,No 2 Yishun Central 2,,Yishun Community Hospital,768024,103.83694,1.42374, No 2 Yishun Central 2  Yishun Community Hospital
237,CAFE 85 @ HOLIDAY INN ATRIUM (MNGD BY THE WOK PEOPLE),317,OUTRAM ROAD,B2,HOLIDAY INN ATRIUM SINGAPORE,169075,103.834431,1.288962,317 OUTRAM ROAD B2 HOLIDAY INN ATRIUM SINGAPORE
238,Cafe Fantasy (S9) @ Horizon Pri Sch,61,EDGEDALE PLAINS,,,828819,103.9134465,1.399374,61 EDGEDALE PLAINS  
239,Cafe Galilee P/L,53,MARGARET DRIVE,,QUEENSTOWN BRANCH LIBRARY,149297,103.805424,1.298574,53 MARGARET DRIVE  QUEENSTOWN BRANCH LIBRARY
240,Cafe Galilee P/L,5,BISHAN PLACE,01-02,BISHAN PUBLIC LIBRARY,579841,103.84884,1.349847,5 BISHAN PLACE 01-02 BISHAN PUBLIC LIBRARY
241,Cafe Galilee P/L,21,JURONG EAST CENTRAL 1,,JURONG EAST LIBRARY,609732,103.739535,1.332693,21 JURONG EAST CENTRAL 1  JURONG EAST LIBRARY
242,Cafe Galilee P/L,278,MARINE PARADE ROAD,,MARINE PARADE COMMUNITY CENTRE,449282,103.9096395,1.3048739999999999,278 MARINE PARADE ROAD  MARINE PARADE COMMUNITY CENTRE
243,Cafe Galilee P/L,900,SOUTH WOODLANDS DRIVE,01-03,WOODLANDS CIVIC CENTRE,730900,103.786812,1.43514,900 SOUTH WOODLANDS DRIVE 01-03 WOODLANDS CIVIC CENTRE
244,Cafe O,2,JURONG EAST STREET 21,01-101,IMM BUILDING,609601,103.7464605,1.334988,2 JURONG EAST STREET 21 01-101 IMM BUILDING
245,Cafe O,118,Holland Avenue,01-01,Raffles Holland Village,278997,103.796109,1.310562,118 Holland Avenue 01-01 Raffles Holland Village
246,Cafe Seven,10,KALLANG ROAD,01-00,ICA BUILDING,208718,103.862772,1.306638,10 KALLANG ROAD 01-00 ICA BUILDING
247,Cafe Seven,20,JALAN AFIFI,01-00,CISCO CENTRE,409179,103.8920805,1.321812,20 JALAN AFIFI 01-00 CISCO CENTRE
248,Cafeteria @ GE Aviation Service Operation Pte Ltd Singapore (Mngd by Stamfles International Pte Ltd),23,LOYANG WAY,,GE Aviation,508726,103.9744399883,1.3761999745,23 LOYANG WAY  GE Aviation
249,Cafeteria @ HPB,3,SECOND HOSPITAL AVENUE,01-04,HPB,168937,103.838121,1.279575,3 SECOND HOSPITAL AVENUE 01-04 HPB
250,Cahaya Restaurant,14,SCOTTS ROAD,05-91/92,FAR EAST PLAZA,228213,103.8336075,1.307268,14 SCOTTS ROAD 05-91/92 FAR EAST PLAZA
251,Cajun On Wheels,68,ORCHARD ROAD,03-92,PLAZA SINGAPURA,238839,103.8449835,1.3000319999999999,68 ORCHARD ROAD 03-92 PLAZA SINGAPURA
252,Cajun On Wheels (Terminal 12) @ Pasarbella Suntec City,3,TEMASEK BOULEVARD,01-K41,SUNTEC CITY MALL,038983,103.859307,1.295001,3 TEMASEK BOULEVARD 01-K41 SUNTEC CITY MALL
253,Canadian 2 For 1 Pizza,10,KIM KEAT ROAD,,,328844,103.8528,1.323909,10 KIM KEAT ROAD  
254,Canadian 2 For 1 Pizza,10,Sixth Avenue,,,276474,103.79493,1.331172,10 Sixth Avenue  
255,Canadian 2 For 1 Pizza,67,BRIGHTON CRESCENT,,SERANGOON GARDEN ESTATE,559212,103.871169,1.362762,67 BRIGHTON CRESCENT  SERANGOON GARDEN ESTATE
256,Canadian 2 For 1 Pizza,534,CHOA CHU KANG STREET 51,01-49A,,680534,103.743189,1.392246,534 CHOA CHU KANG STREET 51 01-49A 
257,Canadian 2 For 1 Pizza,,18 Yishun Ave 9,02-59,Junction Nine,768897,103.84156,1.4334, 18 Yishun Ave 9 02-59 Junction Nine
258,Canadian 2 For 1 Pizza,93,Pasir Ris Drive 3,01-04,Pasir Ris Elias Community Centre,519498,103.942863,1.378314,93 Pasir Ris Drive 3 01-04 Pasir Ris Elias Community Centre
259,Canadian 2 For 1 Pizza,164,Bukit Batok Street 11,01-134,,650164,103.7428335,1.3477139999999999,164 Bukit Batok Street 11 01-134 
260,Canadian 2 For 1 Pizza,83,KAMPONG BAHRU ROAD,,,169379,103.8355965,1.2762,83 KAMPONG BAHRU ROAD  
261,Canadian 2 For 1 Pizza,501,WEST COAST DRIVE,01-270,,120501,103.7590875,1.311804,501 WEST COAST DRIVE 01-270 
262,Canadian 2 For 1 Pizza,744,BEDOK RESERVOIR ROAD,0 1-3043,,470744,103.9216635,1.337859,744 BEDOK RESERVOIR ROAD 0 1-3043 
263,Canadian 2 For 1 Pizza,,2 Ang Mo Kio Drive,01-14/29,ITE Central College,567720,103.8570435,1.379052, 2 Ang Mo Kio Drive 01-14/29 ITE Central College
264,Canadian 2 For 1 Pizza,23,SIN MING ROAD,01-15,,570023,103.8358215,1.3543560000000001,23 SIN MING ROAD 01-15 
265,Canadian 2 For 1 Pizza,369,SEMBAWANG ROAD,01-02,,758382,103.8261645,1.426941,369 SEMBAWANG ROAD 01-02 
266,Canadian 2 For 1 Pizza,806,WOODLANDS STREET 81,01-03,,730806,103.786758,1.44099,806 WOODLANDS STREET 81 01-03 
267,Canadian 2 For 1 Pizza,430,JOO CHIAT ROAD,,,427646,103.904046,1.306764,430 JOO CHIAT ROAD  
268,Canadian 2 For 1 Pizza,557,Jurong West Street 42,01-397,,640557,103.718691,1.353969,557 Jurong West Street 42 01-397 
269,Carnival Bakery,,18 UPPER BOON KENG ROAD,01-1159,,380018,103.872303,1.314801, 18 UPPER BOON KENG ROAD 01-1159 
270,Carrot Cake (S15) @ Cantine Jurong Point,1,JURONG WEST CENTRAL 2,B   1 -42/43/44,JURONG POINT,648886,103.7067075,1.339632,1 JURONG WEST CENTRAL 2 B   1 -42/43/44 JURONG POINT
271,Casa Del Wild @ UNIVERSAL STUDIOS SINGAPORE (RWS),30,SENTOSA GATEWAY,01-323,,098269,103.8230145,1.2539609999999999,30 SENTOSA GATEWAY 01-323 
272,Casuarina Curry,20,SIXTH AVENUE,,,276479,103.794957,1.330677,20 SIXTH AVENUE  
273,Casuarina Curry,136 / 138,CASUARINA ROAD,,SEMBAWANG HILLS ESTATE,579526,103.8280725,1.377189,136 / 138 CASUARINA ROAD  SEMBAWANG HILLS ESTATE
274,Casuarina Curry,187,MACPHERSON ROAD,,SENNETT ESTATE,348545,103.8754845,1.330425,187 MACPHERSON ROAD  SENNETT ESTATE
275,Chai Chee Seafood Restaurant,359,CHANGI ROAD,,,419821,103.909851,1.318788,359 CHANGI ROAD  
276,Champion Bread,376,BUKIT BATOK STREET 31,01-126,,650376,103.749579,1.3583159999999999,376 BUKIT BATOK STREET 31 01-126 
277,Champion Killiney,60,JOO CHIAT ROAD,01-08,,427726,103.898385,1.314729,60 JOO CHIAT ROAD 01-08 
278,Changi Cafeteria @ UTC Aeropspace (Mngd by Four Seasons Management Pte Ltd),11,Changi Road North Rise,00-00,,498790,103.965858,1.353969,11 Changi Road North Rise 00-00 
279,Changi Seafood 0172,51,OLD AIRPORT ROAD,01-01,OLD AIRPORT ROAD HAWKERS' CENTRE,390051,103.8858075,1.308249,51 OLD AIRPORT ROAD 01-01 OLD AIRPORT ROAD HAWKERS' CENTRE
280,CHAR-GRILL SPICE,29A,GHIM MOH LINK,01-06,,271029,103.7845845,1.308501,29A GHIM MOH LINK 01-06 
281,CHAR-GRILL SPICE,292,BUKIT BATOK EAST AVE 6,01-01,,653292,103.7553525,1.344465,292 BUKIT BATOK EAST AVE 6 01-01 
282,Chargrill Western,1,North Point Drive,01-128,North Point City,768019,103.8361725,1.427868,1 North Point Drive 01-128 North Point City
283,Chawang Bistro,80,Mandai Lake Road,,Singapore Zoological Gardens,729826,103.790772,1.403136,80 Mandai Lake Road  Singapore Zoological Gardens
284,Chef Chicken Rice(S3)@ ST 52 Coffee House,506,Bukit Batok St 52,01-91,ST 52 Coffee House,650506,103.754664,1.35225,506 Bukit Batok St 52 01-91 ST 52 Coffee House
285,CHEF IBU,70,JELLICOE ROAD,01-11,V HOTEL,208767,103.8625245,1.307808,70 JELLICOE ROAD 01-11 V HOTEL
286,Chic Culture (S1) @ Eden Garden Cafe,121,TELOK AYER STREET,,,068590,103.84812,1.28124,121 TELOK AYER STREET  
287,Chic-A-Boo Fried Chicken,750,Chai Chee Road,01-31,Technopark @Chai Chee,469000,103.922109,1.323666,750 Chai Chee Road 01-31 Technopark @Chai Chee
288,Chic-A-Boo Fried Chicken,6,Raffles Boulevard,03-147/148,Marina Square,039594,103.8575385,1.291275,6 Raffles Boulevard 03-147/148 Marina Square
289,Chic-A-Boo Fried Chicken,180,KITCHENER ROAD,01-30/31,City Square Mall,208539,103.856625,1.31139,180 KITCHENER ROAD 01-30/31 City Square Mall
290,Chic-A-Boo Fried Chicken,604,Sembawang Road,01-02,Sembawang Shopping Centre,758459,103.824837,1.441683,604 Sembawang Road 01-02 Sembawang Shopping Centre
291,Chickata Thai Hot Pot and Western Food,326,JURONG EAST STREET 31,01-118,,600326,103.729608,1.349019,326 JURONG EAST STREET 31 01-118 
292,CHICKEN MINCED MEAT NOODLE (R9) @ STAFF CANTEEN BY KOPITIAM CHANGI AIRPORT TERMINAL 2,60,AIRPORT BOULEVARD,3M,CHANGI AIRPORT TERMINAL 2,819643,103.9895145,1.3541940000000001,60 AIRPORT BOULEVARD 3M CHANGI AIRPORT TERMINAL 2
293,CHICKEN RICE & CARROT CAKE (S2) @ KAMPONG CHANTEK ANG MO KIO MRT,2450,ANG MO KIO AVENUE 8,01-10/17,ANG MO KIO MRT STATION,569811,103.8494565,1.369431,2450 ANG MO KIO AVENUE 8 01-10/17 ANG MO KIO MRT STATION
294,CHICKEN RICE & DRINKS (S1) @ KAKAK CAFE,530,LORONG 6 TOA PAYOH,01-03A,HDB HUB,310530,103.8474045,1.332135,530 LORONG 6 TOA PAYOH 01-03A HDB HUB
295,CHICKEN RICE & DRINKS (S2) @ KAKI CORNER,61,CHOA CHU KANG DRIVE,01-05,YEW TEE MRT STATION,689715,103.7474325,1.397457,61 CHOA CHU KANG DRIVE 01-05 YEW TEE MRT STATION
296,CHICKEN RICE & NASI PADANG (S9) @ Institute of Mental Health,10,Buangkok View,,Institute Mental Health,539747,103.88474,1.38165,10 Buangkok View  Institute Mental Health
298,CHICKEN RICE & SNACKS (S2) @ KAWAN STATION SEMBAWANG MRT,11,CANBERRA ROAD,01-04,SEMBAWANG MRT STATION,759775,103.819968,1.449126,11 CANBERRA ROAD 01-04 SEMBAWANG MRT STATION
299,Chicken Rice & Western Delights @ 1983 A Taste of Nanyang,2,BAYFRONT AVENUE,B1-01,The Shoppes at Marina Bay Sands,018972,103.8588525,1.283949,2 BAYFRONT AVENUE B1-01 The Shoppes at Marina Bay Sands
300,Chicken Rice (S1) @ Crest Sec Sch,561,JURONG EAST STREET 24,,CREST SECONDARY SCHOOL,609561,103.7426445,1.343295,561 JURONG EAST STREET 24  CREST SECONDARY SCHOOL
301,Chicken Rice (S10) @ Healthy Kopitiam YCH,2,Yishun Central 2,02-01,Yishun Community Hospital,768024,103.83694,1.42374,2 Yishun Central 2 02-01 Yishun Community Hospital
302,Chicken Rice (S10) @ Kopitiam Vivo City,1,HARBOURFRONT WALK,B2-39,VIVO CITY,098585,103.822398,1.264383,1 HARBOURFRONT WALK B2-39 VIVO CITY
303,Chicken Rice (S11) @ Cantine Paya Lebar Square,60,Paya Lebar Road,B1-51,Paya Lebar Square,409051,103.89258,1.3188149999999998,60 Paya Lebar Road B1-51 Paya Lebar Square
304,CHICKEN RICE (S12) @ FOOD CLUB,535,CLEMENTI ROAD,01-01,NGEE ANN POLYTECHNIC (BLOCK 22),599489,103.7771099753,1.3331799683,535 CLEMENTI ROAD 01-01 NGEE ANN POLYTECHNIC (BLOCK 22)
305,Chicken Rice (S12) @ Kopitiam Sun Plaza,30,SEMBAWANG DRIVE,03-01,SUN PLAZA,757713,103.8195,1.448199,30 SEMBAWANG DRIVE 03-01 SUN PLAZA
306,Chicken Rice (S13) @ Kopitiam Plaza Singapura,68,ORCHARD ROAD,0 6-15/17,PLAZA SINGAPURA,238839,103.8449835,1.3000319999999999,68 ORCHARD ROAD 0 6-15/17 PLAZA SINGAPURA
307,Chicken Rice (S14) @ Kopitiam Changi General Hospital,2,SIMEI STREET 3,01-20-00,CHANGI GENERAL HOSPITAL,529889,103.9493385,1.340091,2 SIMEI STREET 3 01-20-00 CHANGI GENERAL HOSPITAL
308,Chicken Rice (S17) @ Kopitiam Tampines Mall,4,TAMPINES CENTRAL 5,04-27/29,TAMPINES MALL,529510,103.944663,1.352592,4 TAMPINES CENTRAL 5 04-27/29 TAMPINES MALL
309,Chicken Rice (S19) @ Kopitiam Compass One,1,SENGKANG SQUARE,04-11,COMPASS ONE,545078,103.8946200667,1.391930055,1 SENGKANG SQUARE 04-11 COMPASS ONE
310,Chicken Rice (S19) @ Kopitiam Yew Tee Square,624,CHOA CHU KANG STREET 62,0  2 -222-244,YEW TEE SHOPPING CENTRE,680624,103.7470275,1.397916,624 CHOA CHU KANG STREET 62 0  2 -222-244 YEW TEE SHOPPING CENTRE
311,Chicken Rice (S19)@Kopitiam Compass One,1,SENGKANG SQUARE,04-11,COMPASS POINT,545078,103.894929,1.391805,1 SENGKANG SQUARE 04-11 COMPASS POINT
312,Chicken Rice (S2) @ Cantine Jurong Point,1,JURONG WEST CENTRAL 2,B   1 -42/43/44,JURONG POINT,648886,103.7067075,1.339632,1 JURONG WEST CENTRAL 2 B   1 -42/43/44 JURONG POINT
313,CHICKEN RICE (S2) @ FLAVOURS BY HESED&EMET,21,Tampines Ave 1,01-00,Temasek Polytechnic (Blk 23A),529757,103.93268,1.34654,21 Tampines Ave 1 01-00 Temasek Polytechnic (Blk 23A)
